Order_Month,customerNumber,country,productLine,productName,Purchase_count,Total_Spent
November,350,France,"Vintage Cars","1911 Ford Town Car",1,1962
August,172,France,Motorcycles,"1957 Vespa GS150",1,1961
November,278,Italy,Planes,"Corsair F4U ( Bird Cage)",1,1959
November,146,France,"Vintage Cars","1939 Cadillac Limousine",1,1959
March,144,Sweden,"Vintage Cars","1913 Ford Model T Speedster",1,1957
January,458,Spain,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1954
September,487,USA,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1954
August,299,"Norway  ",Planes,"1900s Vintage Bi-Plane",1,1952
November,175,USA,"Classic Cars","1970 Chevy Chevelle SS 454",1,1952
July,124,USA,Motorcycles,"1982 Ducati 900 Monster",1,1948
January,347,USA,"Vintage Cars","1941 Chevrolet Special Deluxe Cabriolet",1,1948
November,319,USA,Trains,"1950's Chicago Surface Lines Streetcar",1,1948
October,286,USA,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1948
October,227,Denmark,Trains,"Collectable Wooden Train",1,1948
March,124,USA,Motorcycles,"1957 Vespa GS150",1,1947
January,141,Spain,"Classic Cars","1966 Shelby Cobra 427 S/C",1,1947
May,350,France,"Classic Cars","1961 Chevrolet Impala",1,1946
November,458,Spain,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,1944
September,186,Finland,Motorcycles,"1982 Ducati 900 Monster",1,1943
September,131,USA,"Classic Cars","1970 Dodge Coronet",1,1942
December,447,USA,Planes,"P-51-D Mustang",1,1939
August,260,Canada,Ships,"The Titanic",1,1939
September,103,France,Motorcycles,"1936 Harley Davidson El Knucklehead",1,1938
August,124,USA,Ships,"The Titanic",1,1935
November,489,UK,Ships,"HMS Bounty",1,1933
November,175,USA,"Classic Cars","2002 Chevy Corvette",1,1932
November,112,USA,"Classic Cars","1969 Chevrolet Camaro Z28",1,1931
January,311,Finland,"Vintage Cars","1940 Ford Delivery Sedan",1,1929
December,141,Spain,"Vintage Cars","1940 Ford Delivery Sedan",1,1929
November,240,UK,"Vintage Cars","1940 Ford Delivery Sedan",1,1929
July,119,France,Motorcycles,"1936 Harley Davidson El Knucklehead",1,1927
November,242,France,Planes,"Corsair F4U ( Bird Cage)",1,1925
November,171,France,"Classic Cars","1961 Chevrolet Impala",1,1924
October,186,Finland,"Vintage Cars","1937 Horch 930V Limousine",1,1923
September,276,Australia,"Classic Cars","1957 Ford Thunderbird",1,1922
November,131,USA,"Classic Cars","1948 Porsche 356-A Roadster",1,1920
August,124,USA,"Vintage Cars","1904 Buick Runabout",1,1917
October,227,Denmark,Trains,"1962 City of Detroit Streetcar",1,1914
January,205,USA,"Classic Cars","1966 Shelby Cobra 427 S/C",1,1912
October,227,Denmark,Ships,"The Mayflower",1,1912
October,259,Germany,"Classic Cars","1969 Dodge Super Bee",1,1911
February,186,Finland,"Classic Cars","1948 Porsche 356-A Roadster",1,1910
March,141,Spain,"Vintage Cars","1937 Horch 930V Limousine",1,1910
November,114,Australia,"Classic Cars","1969 Dodge Super Bee",1,1910
May,131,USA,"Vintage Cars","1940 Ford Delivery Sedan",1,1909
February,114,Australia,Motorcycles,"1997 BMW F650 ST",1,1909
October,259,Germany,"Classic Cars","1971 Alpine Renault 1600s",1,1908
October,299,"Norway  ","Classic Cars","2002 Chevy Corvette",1,1908
October,161,USA,"Vintage Cars","1930 Buick Marquette Phaeton",1,1906
May,362,USA,Ships,"The USS Constitution Ship",1,1905
December,323,"New Zealand",Motorcycles,"1996 Moto Guzzi 1100i",1,1903
March,353,France,"Vintage Cars","1930 Buick Marquette Phaeton",1,1903
October,124,USA,"Vintage Cars","1934 Ford V8 Coupe",1,1902
March,385,Philippines,"Classic Cars","1969 Dodge Super Bee",1,1902
September,148,Singapore,"Classic Cars","1982 Camaro Z28",1,1902
July,314,Belgium,Ships,"Pont Yacht",1,1899
November,211,"Hong Kong","Vintage Cars","1928 Ford Phaeton Deluxe",1,1898
January,177,Japan,Motorcycles,"1960 BSA Gold Star DBD34",1,1897
October,462,USA,"Vintage Cars","1904 Buick Runabout",1,1894
November,181,USA,"Vintage Cars","1939 Cadillac Limousine",1,1893
January,379,USA,"Vintage Cars","18th Century Vintage Horse Carriage",1,1891
November,216,Spain,Ships,"HMS Bounty",1,1890
October,119,France,"Vintage Cars","1912 Ford Model T Delivery Wagon",1,1890
October,202,Canada,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,1890
September,333,Australia,Trains,"1950's Chicago Surface Lines Streetcar",1,1887
November,216,Spain,"Vintage Cars","1941 Chevrolet Special Deluxe Cabriolet",1,1886
October,256,France,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,1885
October,148,Singapore,"Trucks and Buses","1926 Ford Fire Engine",1,1884
February,145,Denmark,Ships,"The USS Constitution Ship",1,1882
April,209,France,"Classic Cars","1957 Ford Thunderbird",1,1882
August,157,USA,"Vintage Cars","1939 Cadillac Limousine",1,1881
November,242,France,Planes,"Boeing X-32A JSF",1,1877
July,412,"New Zealand","Vintage Cars","1911 Ford Town Car",1,1877
May,282,Australia,"Vintage Cars","1911 Ford Town Car",1,1874
November,145,Denmark,Ships,"1999 Yamaha Speed Boat",1,1871
October,148,Singapore,Trains,"1962 City of Detroit Streetcar",1,1870
November,175,USA,"Classic Cars","1969 Chevrolet Camaro Z28",1,1870
December,141,Spain,Motorcycles,"1957 Vespa GS150",1,1869
May,412,"New Zealand",Motorcycles,"1957 Vespa GS150",1,1867
May,386,Italy,Planes,"America West Airlines B757-200",1,1865
November,276,Australia,"Classic Cars","1961 Chevrolet Impala",1,1863
January,124,USA,"Classic Cars","2002 Chevy Corvette",1,1863
December,141,Spain,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,1862
May,353,France,Motorcycles,"1982 Ducati 900 Monster",1,1862
June,141,Spain,Motorcycles,"1997 BMW F650 ST",1,1861
July,119,France,Planes,"American Airlines: MD-11S",1,1859
October,321,USA,"Classic Cars","1961 Chevrolet Impala",1,1859
January,177,Japan,"Vintage Cars","1930 Buick Marquette Phaeton",1,1858
December,282,Australia,Motorcycles,"1969 Harley Davidson Ultimate Chopper",1,1857
September,167,"Norway  ","Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1855
October,256,France,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1853
October,202,Canada,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1851
July,119,France,Motorcycles,"1960 BSA Gold Star DBD34",1,1851
November,471,Australia,"Vintage Cars","1936 Chrysler Airflow",1,1850
September,131,USA,Trains,"1950's Chicago Surface Lines Streetcar",1,1849
February,141,Spain,Trains,"1962 City of Detroit Streetcar",1,1848
February,278,Italy,Planes,"1900s Vintage Tri-Plane",1,1846
September,379,USA,"Classic Cars","1948 Porsche 356-A Roadster",1,1842
January,177,Japan,Planes,"American Airlines: B767-300",1,1841
June,166,Singapore,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1840
July,382,Austria,"Vintage Cars","1934 Ford V8 Coupe",1,1839
April,209,France,"Vintage Cars","1911 Ford Town Car",1,1838
March,323,"New Zealand","Vintage Cars","1939 Cadillac Limousine",1,1837
August,320,USA,Planes,"Boeing X-32A JSF",1,1837
January,350,France,Motorcycles,"1982 Ducati 996 R",1,1835
October,141,Spain,"Classic Cars","1970 Chevy Chevelle SS 454",1,1834
August,124,USA,Ships,"Pont Yacht",1,1831
November,172,France,Trains,"1950's Chicago Surface Lines Streetcar",1,1830
November,181,USA,"Trucks and Buses","1980â€™s GM Manhattan Express",1,1830
March,412,"New Zealand",Planes,"Boeing X-32A JSF",1,1828
September,415,Germany,"Vintage Cars","1940 Ford Delivery Sedan",1,1826
April,260,Canada,Planes,"Corsair F4U ( Bird Cage)",1,1824
January,141,Spain,"Classic Cars","1970 Dodge Coronet",1,1821
February,239,USA,Planes,"1900s Vintage Bi-Plane",1,1820
July,119,France,Planes,"1900s Vintage Tri-Plane",1,1819
January,320,USA,Motorcycles,"1974 Ducati 350 Mk3 Desmo",1,1819
February,239,USA,Ships,"The Schooner Bluenose",1,1819
June,324,UK,Ships,"The Schooner Bluenose",1,1819
January,141,Spain,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1818
July,124,USA,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1818
September,141,Spain,"Vintage Cars","1904 Buick Runabout",1,1815
May,471,Australia,Planes,"Boeing X-32A JSF",1,1814
November,131,USA,Planes,"Boeing X-32A JSF",1,1814
October,321,USA,Motorcycles,"1982 Ducati 900 Monster",1,1814
November,363,USA,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,1813
September,487,USA,"Vintage Cars","1936 Chrysler Airflow",1,1811
November,276,Australia,"Classic Cars","1971 Alpine Renault 1600s",1,1811
December,129,USA,Motorcycles,"1969 Harley Davidson Ultimate Chopper",1,1811
May,282,Australia,"Classic Cars","1966 Shelby Cobra 427 S/C",1,1806
February,124,USA,"Vintage Cars","1939 Cadillac Limousine",1,1805
August,204,USA,Motorcycles,"1957 Vespa GS150",1,1805
July,379,USA,Ships,"HMS Bounty",1,1803
April,209,France,"Classic Cars","1969 Chevrolet Camaro Z28",1,1803
March,242,France,Ships,"Pont Yacht",1,1801
March,385,Philippines,"Classic Cars","1971 Alpine Renault 1600s",1,1800
November,496,"New Zealand",Planes,"1900s Vintage Tri-Plane",1,1800
October,202,Canada,"Trucks and Buses","1926 Ford Fire Engine",1,1798
November,144,Sweden,"Trucks and Buses","1926 Ford Fire Engine",1,1798
March,240,UK,"Vintage Cars","1904 Buick Runabout",1,1797
June,323,"New Zealand","Classic Cars","1957 Ford Thunderbird",1,1796
May,124,USA,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1792
October,161,USA,"Vintage Cars","1928 Ford Phaeton Deluxe",1,1791
March,124,USA,Motorcycles,"2002 Yamaha YZR M1",1,1790
June,166,Singapore,"Trucks and Buses","1926 Ford Fire Engine",1,1786
January,475,USA,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,1779
August,141,Spain,"Classic Cars","1957 Ford Thunderbird",1,1779
November,350,France,"Classic Cars","1957 Ford Thunderbird",1,1779
February,131,USA,Motorcycles,"1997 BMW F650 ST",1,1778
January,406,France,"Classic Cars","1961 Chevrolet Impala",1,1778
November,145,Denmark,Ships,"Pont Yacht",1,1778
April,450,USA,"Classic Cars","1970 Chevy Chevelle SS 454",1,1777
November,141,Spain,Motorcycles,"1982 Ducati 996 R",1,1777
February,119,France,"Vintage Cars","1930 Buick Marquette Phaeton",1,1775
November,242,France,"Vintage Cars","1937 Horch 930V Limousine",1,1775
September,311,Finland,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1775
November,484,Spain,"Classic Cars","1970 Dodge Coronet",1,1774
December,282,Australia,Planes,"American Airlines: B767-300",1,1772
September,189,Ireland,"Vintage Cars","1928 Ford Phaeton Deluxe",1,1772
August,260,Canada,Planes,"Boeing X-32A JSF",1,1772
May,386,Italy,"Vintage Cars","1928 Ford Phaeton Deluxe",1,1771
July,282,Australia,"Vintage Cars","1939 Cadillac Limousine",1,1771
November,350,France,"Classic Cars","1970 Chevy Chevelle SS 454",1,1769
January,181,USA,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,1768
June,151,USA,Trains,"1950's Chicago Surface Lines Streetcar",1,1766
July,124,USA,"Classic Cars","1961 Chevrolet Impala",1,1766
December,211,"Hong Kong","Vintage Cars","1928 Ford Phaeton Deluxe",1,1764
March,323,"New Zealand","Classic Cars","1982 Camaro Z28",1,1763
December,323,"New Zealand","Classic Cars","1970 Plymouth Hemi Cuda",1,1762
September,186,Finland,Motorcycles,"1969 Harley Davidson Ultimate Chopper",1,1761
November,175,USA,"Classic Cars","1949 Jaguar XK 120",1,1759
April,209,France,"Classic Cars","1982 Lamborghini Diablo",1,1757
October,186,Finland,Planes,"America West Airlines B757-200",1,1755
October,187,UK,Trains,"1962 City of Detroit Streetcar",1,1753
January,347,USA,"Vintage Cars","1940 Ford Delivery Sedan",1,1753
June,233,Canada,"Vintage Cars","1912 Ford Model T Delivery Wagon",1,1753
June,141,Spain,Planes,"F/A 18 Hornet 1/72",1,1750
December,323,"New Zealand",Motorcycles,"1960 BSA Gold Star DBD34",1,1749
February,239,USA,Ships,"Pont Yacht",1,1749
October,299,"Norway  ","Classic Cars","1970 Chevy Chevelle SS 454",1,1746
November,496,"New Zealand",Planes,"American Airlines: B767-300",1,1744
July,124,USA,"Classic Cars","1970 Plymouth Hemi Cuda",1,1743
October,319,USA,"Vintage Cars","1930 Buick Marquette Phaeton",1,1743
September,131,USA,Trains,"1962 City of Detroit Streetcar",1,1743
January,475,USA,"Vintage Cars","1934 Ford V8 Coupe",1,1743
May,314,Belgium,"Vintage Cars","1934 Ford V8 Coupe",1,1743
January,146,France,Trains,"1962 City of Detroit Streetcar",1,1740
April,382,Austria,Planes,"Corsair F4U ( Bird Cage)",1,1739
July,161,USA,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,1737
October,256,France,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,1735
December,496,"New Zealand","Vintage Cars","1940 Ford Delivery Sedan",1,1734
February,278,Italy,"Vintage Cars","1937 Horch 930V Limousine",1,1733
November,484,Spain,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1732
January,363,USA,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,1729
May,350,France,"Classic Cars","1971 Alpine Renault 1600s",1,1728
December,198,USA,Ships,"HMS Bounty",1,1728
November,171,France,Motorcycles,"1960 BSA Gold Star DBD34",1,1728
October,124,USA,"Vintage Cars","1939 Cadillac Limousine",1,1727
December,282,Australia,Planes,"1900s Vintage Tri-Plane",1,1721
August,320,USA,Planes,"1900s Vintage Bi-Plane",1,1720
February,239,USA,"Classic Cars","1966 Shelby Cobra 427 S/C",1,1720
August,320,USA,"Vintage Cars","1940 Ford Delivery Sedan",1,1717
April,148,Singapore,Trains,"Collectable Wooden Train",1,1715
February,141,Spain,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1714
November,385,Philippines,Motorcycles,"1957 Vespa GS150",1,1713
May,119,France,"Trucks and Buses","Diamond T620 Semi-Skirted Tanker",1,1709
June,175,USA,Motorcycles,"1936 Harley Davidson El Knucklehead",1,1709
August,112,USA,"Classic Cars","1966 Shelby Cobra 427 S/C",1,1708
September,141,Spain,Ships,"The Queen Mary",1,1708
October,448,Sweden,Planes,"Boeing X-32A JSF",1,1708
January,141,Spain,Trains,"1962 City of Detroit Streetcar",1,1706
March,128,Germany,"Classic Cars","1970 Dodge Coronet",1,1706
February,189,Ireland,Trains,"1962 City of Detroit Streetcar",1,1705
November,350,France,"Vintage Cars","1932 Alfa Romeo 8C2300 Spider Sport",1,1701
April,166,Singapore,"Vintage Cars","1939 Chevrolet Deluxe Coupe",1,1701
August,299,"Norway  ",Planes,"F/A 18 Hornet 1/72",1,1700
May,131,USA,Ships,"1999 Yamaha Speed Boat",1,1698
January,458,Spain,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,1697
April,148,Singapore,"Vintage Cars","1904 Buick Runabout",1,1696
September,448,Sweden,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,1696
March,141,Spain,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1695
March,187,UK,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,1694
June,447,USA,Ships,"HMS Bounty",1,1693
November,339,USA,"Vintage Cars","1939 Cadillac Limousine",1,1690
February,141,Spain,Motorcycles,"1957 Vespa GS150",1,1688
March,353,France,Planes,"1900s Vintage Bi-Plane",1,1688
May,314,Belgium,"Vintage Cars","1917 Maxwell Touring Car",1,1688
September,148,Singapore,"Vintage Cars","1934 Ford V8 Coupe",1,1686
November,121,Norway,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1686
October,128,Germany,"Classic Cars","1970 Plymouth Hemi Cuda",1,1685
February,114,Australia,"Vintage Cars","1930 Buick Marquette Phaeton",1,1682
October,187,UK,Ships,"Pont Yacht",1,1682
January,124,USA,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,1680
April,456,USA,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,1680
March,146,France,"Vintage Cars","1911 Ford Town Car",1,1678
November,398,Japan,"Vintage Cars","1937 Horch 930V Limousine",1,1678
March,141,Spain,Trains,"1950's Chicago Surface Lines Streetcar",1,1678
August,249,Italy,"Vintage Cars","1936 Chrysler Airflow",1,1677
October,321,USA,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1676
June,201,UK,"Classic Cars","1970 Plymouth Hemi Cuda",1,1676
December,496,"New Zealand",Ships,"Pont Yacht",1,1676
November,103,France,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1676
October,141,Spain,"Classic Cars","1957 Ford Thunderbird",1,1675
January,121,Norway,"Vintage Cars","1939 Cadillac Limousine",1,1671
October,186,Finland,Planes,"Boeing X-32A JSF",1,1671
January,334,Finland,Motorcycles,"1957 Vespa GS150",1,1671
November,385,Philippines,"Vintage Cars","1937 Horch 930V Limousine",1,1669
February,487,USA,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1667
November,167,"Norway  ",Motorcycles,"1936 Harley Davidson El Knucklehead",1,1667
January,311,Finland,Ships,"1999 Yamaha Speed Boat",1,1665
October,319,USA,Planes,"F/A 18 Hornet 1/72",1,1663
November,319,USA,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1662
May,112,USA,"Vintage Cars","1936 Mercedes Benz 500k Roadster",1,1661
December,141,Spain,Trains,"1950's Chicago Surface Lines Streetcar",1,1661
October,339,USA,"Vintage Cars","1940 Ford Delivery Sedan",1,1660
January,363,USA,"Vintage Cars","1932 Alfa Romeo 8C2300 Spider Sport",1,1660
October,448,Sweden,Ships,"Pont Yacht",1,1660
December,357,"New Zealand",Motorcycles,"1957 Vespa GS150",1,1660
February,166,Singapore,"Trucks and Buses","1980â€™s GM Manhattan Express",1,1658
November,471,Australia,"Classic Cars","1957 Ford Thunderbird",1,1657
December,129,USA,Motorcycles,"1960 BSA Gold Star DBD34",1,1657
April,382,Austria,Planes,"American Airlines: MD-11S",1,1655
June,447,USA,Planes,"American Airlines: MD-11S",1,1655
October,227,Denmark,"Classic Cars","1949 Jaguar XK 120",1,1654
September,141,Spain,Trains,"1962 City of Detroit Streetcar",1,1653
September,189,Ireland,Planes,"1900s Vintage Tri-Plane",1,1650
March,141,Spain,"Classic Cars","1970 Dodge Coronet",1,1649
October,319,USA,Motorcycles,"1936 Harley Davidson El Knucklehead",1,1648
March,187,UK,"Vintage Cars","1911 Ford Town Car",1,1647
February,114,Australia,Motorcycles,"1936 Harley Davidson El Knucklehead",1,1645
May,173,USA,"Vintage Cars","1937 Horch 930V Limousine",1,1644
August,260,Canada,Ships,"1999 Yamaha Speed Boat",1,1644
November,167,"Norway  ","Classic Cars","1948 Porsche 356-A Roadster",1,1643
January,177,Japan,Planes,"Corsair F4U ( Bird Cage)",1,1643
April,141,Spain,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1642
September,249,Italy,Ships,"Pont Yacht",1,1642
May,233,Canada,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,1641
August,157,USA,"Trucks and Buses","1926 Ford Fire Engine",1,1639
September,415,Germany,Planes,"F/A 18 Hornet 1/72",1,1637
July,119,France,"Vintage Cars","1928 Ford Phaeton Deluxe",1,1637
July,314,Belgium,Ships,"The Mayflower",1,1637
December,353,France,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1636
September,276,Australia,"Classic Cars","1970 Chevy Chevelle SS 454",1,1635
January,406,France,Motorcycles,"1982 Ducati 996 R",1,1633
August,249,Italy,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1633
November,324,UK,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,1631
April,381,Belgium,Trains,"1950's Chicago Surface Lines Streetcar",1,1628
November,211,"Hong Kong","Vintage Cars","1930 Buick Marquette Phaeton",1,1628
November,144,Sweden,"Vintage Cars","1940 Ford Delivery Sedan",1,1627
March,412,"New Zealand","Vintage Cars","1937 Horch 930V Limousine",1,1627
March,141,Spain,"Classic Cars","1958 Chevy Corvette Limited Edition",1,1627
November,278,Italy,"Vintage Cars","1932 Alfa Romeo 8C2300 Spider Sport",1,1624
October,201,UK,"Classic Cars","1957 Ford Thunderbird",1,1623
September,276,Australia,"Classic Cars","1949 Jaguar XK 120",1,1622
August,260,Canada,Ships,"Pont Yacht",1,1622
April,181,USA,Motorcycles,"1982 Ducati 900 Monster",1,1621
June,233,Canada,"Vintage Cars","1904 Buick Runabout",1,1615
October,128,Germany,"Classic Cars","1971 Alpine Renault 1600s",1,1614
May,458,Spain,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,1613
September,362,USA,Ships,"The Schooner Bluenose",1,1612
January,146,France,"Vintage Cars","1912 Ford Model T Delivery Wagon",1,1611
December,324,UK,Planes,"1900s Vintage Bi-Plane",1,1610
October,321,USA,"Classic Cars","1970 Plymouth Hemi Cuda",1,1609
February,119,France,Motorcycles,"1969 Harley Davidson Ultimate Chopper",1,1608
February,141,Spain,"Classic Cars","1957 Ford Thunderbird",1,1608
January,124,USA,Trains,"1950's Chicago Surface Lines Streetcar",1,1603
December,323,"New Zealand","Classic Cars","1948 Porsche 356-A Roadster",1,1601
January,276,Australia,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,1600
March,124,USA,Motorcycles,"1982 Ducati 996 R",1,1600
December,282,Australia,Planes,"Corsair F4U ( Bird Cage)",1,1597
November,145,Denmark,Ships,"The Mayflower",1,1594
February,314,Belgium,Ships,"The Mayflower",1,1594
November,278,Italy,"Vintage Cars","1934 Ford V8 Coupe",1,1592
February,171,France,Motorcycles,"1982 Ducati 996 R",1,1591
March,187,UK,"Vintage Cars","1938 Cadillac V-16 Presidential Limousine",1,1590
July,379,USA,Planes,"Boeing X-32A JSF",1,1589
November,157,USA,Motorcycles,"1960 BSA Gold Star DBD34",1,1584
April,209,France,"Classic Cars","1970 Chevy Chevelle SS 454",1,1584
August,205,USA,Motorcycles,"1936 Harley Davidson El Knucklehead",1,1581
October,473,Italy,"Vintage Cars","1928 Ford Phaeton Deluxe",1,1579
October,161,USA,Planes,"P-51-D Mustang",1,1579
April,181,USA,Motorcycles,"2002 Yamaha YZR M1",1,1578
November,144,Sweden,"Classic Cars","1971 Alpine Renault 1600s",1,1576
January,124,USA,"Classic Cars","1958 Chevy Corvette Limited Edition",1,1575
May,412,"New Zealand",Motorcycles,"1982 Ducati 996 R",1,1574
May,173,USA,Planes,"Boeing X-32A JSF",1,1573
November,171,France,Motorcycles,"2002 Yamaha YZR M1",1,1572
April,382,Austria,Ships,"1999 Yamaha Speed Boat",1,1572
February,186,Finland,"Classic Cars","1970 Plymouth Hemi Cuda",1,1571
October,227,Denmark,"Classic Cars","1957 Ford Thunderbird",1,1568
August,320,USA,Planes,"Corsair F4U ( Bird Cage)",1,1567
February,114,Australia,Planes,"1900s Vintage Tri-Plane",1,1566
February,141,Spain,"Classic Cars","1966 Shelby Cobra 427 S/C",1,1562
July,379,USA,"Vintage Cars","1937 Horch 930V Limousine",1,1562
May,406,France,Motorcycles,"1957 Vespa GS150",1,1561
June,201,UK,"Classic Cars","1948 Porsche 356-A Roadster",1,1558
September,379,USA,"Classic Cars","1970 Plymouth Hemi Cuda",1,1558
March,146,France,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,1554
April,201,UK,Motorcycles,"1982 Ducati 900 Monster",1,1552
February,124,USA,Ships,"The Schooner Bluenose",1,1550
October,161,USA,Planes,"Corsair F4U ( Bird Cage)",1,1548
November,121,Norway,Trains,"1950's Chicago Surface Lines Streetcar",1,1548
July,250,France,Motorcycles,"1936 Harley Davidson El Knucklehead",1,1544
April,496,"New Zealand",Motorcycles,"1936 Harley Davidson El Knucklehead",1,1544
February,119,France,Motorcycles,"1960 BSA Gold Star DBD34",1,1542
October,299,"Norway  ","Classic Cars","1982 Lamborghini Diablo",1,1541
October,448,Sweden,"Vintage Cars","1912 Ford Model T Delivery Wagon",1,1540
November,167,"Norway  ","Classic Cars","1966 Shelby Cobra 427 S/C",1,1540
November,496,"New Zealand","Vintage Cars","1928 Ford Phaeton Deluxe",1,1535
October,319,USA,Planes,"American Airlines: B767-300",1,1534
June,145,Denmark,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,1532
June,141,Spain,Planes,"1900s Vintage Bi-Plane",1,1529
December,250,France,"Vintage Cars","1939 Chevrolet Deluxe Coupe",1,1529
February,131,USA,Motorcycles,"1936 Harley Davidson El Knucklehead",1,1528
January,205,USA,"Classic Cars","1970 Chevy Chevelle SS 454",1,1528
March,141,Spain,Planes,"P-51-D Mustang",1,1526
July,119,France,"Vintage Cars","1930 Buick Marquette Phaeton",1,1526
June,447,USA,"Vintage Cars","1937 Horch 930V Limousine",1,1525
May,112,USA,"Classic Cars","1957 Ford Thunderbird",1,1524
April,260,Canada,"Vintage Cars","1930 Buick Marquette Phaeton",1,1521
November,240,UK,Ships,"1999 Yamaha Speed Boat",1,1517
August,205,USA,Motorcycles,"1982 Ducati 900 Monster",1,1515
October,256,France,"Vintage Cars","1939 Cadillac Limousine",1,1505
October,339,USA,Planes,"Boeing X-32A JSF",1,1503
November,114,Australia,Motorcycles,"1957 Vespa GS150",1,1503
November,386,Italy,"Classic Cars","1970 Dodge Coronet",1,1498
March,124,USA,"Trucks and Buses","1926 Ford Fire Engine",1,1497
May,406,France,"Classic Cars","1969 Dodge Super Bee",1,1496
April,145,Denmark,"Classic Cars","1961 Chevrolet Impala",1,1494
November,216,Spain,"Vintage Cars","1940 Ford Delivery Sedan",1,1494
June,357,"New Zealand",Trains,"1950's Chicago Surface Lines Streetcar",1,1493
July,496,"New Zealand","Classic Cars","1957 Ford Thunderbird",1,1492
October,121,Norway,Motorcycles,"1960 BSA Gold Star DBD34",1,1491
July,124,USA,"Trucks and Buses","1926 Ford Fire Engine",1,1489
March,129,USA,"Vintage Cars","1934 Ford V8 Coupe",1,1487
November,240,UK,Planes,"Boeing X-32A JSF",1,1486
August,260,Canada,Ships,"HMS Bounty",1,1485
January,379,USA,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,1484
November,216,Spain,"Vintage Cars","1930 Buick Marquette Phaeton",1,1484
November,187,UK,"Classic Cars","1957 Ford Thunderbird",1,1482
November,486,USA,Motorcycles,"2002 Yamaha YZR M1",1,1481
October,286,USA,"Classic Cars","1958 Chevy Corvette Limited Edition",1,1476
January,334,Finland,Motorcycles,"1960 BSA Gold Star DBD34",1,1472
November,175,USA,"Classic Cars","1966 Shelby Cobra 427 S/C",1,1471
September,379,USA,"Classic Cars","1971 Alpine Renault 1600s",1,1469
November,496,"New Zealand","Vintage Cars","1930 Buick Marquette Phaeton",1,1469
May,386,Italy,"Vintage Cars","1930 Buick Marquette Phaeton",1,1469
April,145,Denmark,"Classic Cars","1970 Plymouth Hemi Cuda",1,1468
February,141,Spain,"Classic Cars","1969 Dodge Super Bee",1,1468
January,128,Germany,"Vintage Cars","1939 Chevrolet Deluxe Coupe",1,1464
December,151,USA,"Trucks and Buses","1954 Greyhound Scenicruiser",1,1464
September,415,Germany,Ships,"1999 Yamaha Speed Boat",1,1463
January,489,UK,"Classic Cars","1957 Ford Thunderbird",1,1461
February,298,Switzerland,"Classic Cars","1982 Lamborghini Diablo",1,1459
September,487,USA,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,1456
October,339,USA,Planes,"1900s Vintage Bi-Plane",1,1456
